0, 1, 0, 493128, 493128, 0
0, 2, 0, 462227, 477678, 0
0, 3, 0, 401615, 452324, 0
0, 4, 0, 398441, 438854, 0
0, 5, 0, 485288, 448140, 0
0, 6, 0, 413188, 442315, 0
0, 7, 0, 420530, 439203, 0
0, 8, 0, 481672, 444511, 0
0, 9, 0, 435517, 443512, 0
0, 10, 0, 410965, 440258, 410965
0, 11, 0, 478454, 443730, 478454
0, 12, 0, 430581, 442635, 478454
0, 13, 0, 409710, 440103, 478454
0, 14, 0, 455117, 441175, 478454
0, 15, 0, 436747, 440880, 478454
0, 16, 0, 421374, 439661, 478454
0, 17, 0, 470650, 441483, 478454
0, 18, 0, 419365, 440255, 478454
0, 19, 0, 410568, 438693, 478454
0, 20, 0, 473834, 440450, 478454
0, 21, 0, 418309, 439396, 478454
0, 22, 0, 415286, 438301, 478454
0, 23, 0, 469571, 439660, 478454
0, 24, 0, 417155, 438723, 478454
0, 25, 0, 397248, 437064, 478454
0, 26, 0, 515774, 440091, 515774
0, 27, 0, 426211, 439577, 515774
0, 28, 0, 397278, 438067, 515774
0, 29, 0, 482186, 439588, 515774
0, 30, 0, 396239, 438144, 515774
0, 31, 0, 400232, 436922, 515774
0, 32, 0, 427838, 436639, 515774
0, 33, 0, 421913, 436193, 515774
0, 34, 0, 421108, 435750, 515774
0, 35, 0, 393694, 434549, 515774
0, 36, 0, 429956, 434422, 515774
0, 37, 0, 441481, 434612, 515774
0, 38, 0, 385736, 433326, 515774
0, 39, 0, 394536, 432332, 515774
0, 40, 0, 483513, 433611, 515774
0, 41, 0, 434557, 433634, 515774
0, 42, 0, 397226, 432768, 515774
0, 43, 0, 445277, 433058, 515774
0, 44, 0, 385688, 431982, 515774
0, 45, 0, 394671, 431153, 515774
0, 46, 0, 387838, 430212, 515774
0, 47, 0, 396560, 429496, 515774
0, 48, 0, 453854, 430003, 515774
0, 49, 0, 391733, 429222, 515774
0, 50, 0, 391935, 428477, 515774
0, 51, 0, 395162, 427824, 515774
0, 52, 0, 396352, 427219, 515774
0, 53, 0, 395982, 426630, 515774
0, 54, 0, 436482, 426812, 515774
0, 55, 0, 445783, 427156, 515774
0, 56, 0, 394273, 426569, 515774
0, 57, 0, 419927, 426453, 515774
0, 58, 0, 448312, 426829, 515774
0, 59, 0, 404294, 426448, 515774
0, 60, 0, 431600, 426533, 515774
0, 61, 0, 402196, 426135, 515774
0, 62, 0, 395703, 425645, 515774
0, 63, 0, 395532, 425168, 515774
0, 64, 0, 448929, 425539, 515774
0, 65, 0, 396979, 425100, 515774
0, 66, 0, 383791, 424475, 515774
0, 67, 0, 451857, 424883, 515774
0, 68, 0, 395752, 424455, 515774
0, 69, 0, 414671, 424314, 515774
0, 70, 0, 449783, 424677, 515774
0, 71, 0, 385541, 424126, 515774
0, 72, 0, 425783, 424149, 515774
0, 73, 0, 460571, 424647, 515774
0, 74, 0, 394031, 424234, 515774
0, 75, 0, 394374, 423836, 515774
0, 76, 0, 457790, 424282, 515774
0, 77, 0, 400877, 423979, 515774
0, 78, 0, 445410, 424253, 515774
0, 79, 0, 423051, 424238, 515774
0, 80, 0, 448804, 424545, 515774
0, 81, 0, 462606, 425014, 515774
0, 82, 0, 399808, 424707, 515774
0, 83, 0, 420655, 424659, 515774
0, 84, 0, 424130, 424653, 515774
0, 85, 0, 493122, 425458, 515774
0, 86, 0, 408068, 425256, 515774
0, 87, 0, 445002, 425482, 515774
0, 88, 0, 466907, 425952, 515774
0, 89, 0, 393288, 425585, 515774
0, 90, 0, 436295, 425704, 515774
0, 91, 0, 455616, 426032, 515774
0, 92, 0, 389638, 425637, 515774
0, 93, 0, 415037, 425524, 515774
0, 94, 0, 459278, 425883, 515774
0, 95, 0, 396138, 425570, 515774
0, 96, 0, 417183, 425483, 515774
0, 97, 0, 446570, 425700, 515774
0, 98, 0, 395053, 425388, 515774
0, 99, 0, 429645, 425431, 515774
