
Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns)
586, 1522553077, 654657064, 1066434, 3511770
587, 0, 1054120, 1066414, 3511770
588, 0, 772539, 1065915, 3511770
588, 0, 11170274, 1065915, 3511770
589, 0, 1107075, 1065984, 3511770
589, 1522553077, 695077270, 1065984, 3511770
590, 0, 1060335, 1065975, 3511770
591, 0, 764431, 1065465, 3511770
591, 0, 11194457, 1065465, 3511770
592, 0, 1138706, 1065588, 3511770
592, 1522553077, 735618569, 1065588, 3511770
593, 0, 1070560, 1065596, 3511770
594, 0, 776947, 1065111, 3511770
594, 0, 11181869, 1065111, 3511770
595, 0, 1119296, 1065202, 3511770
595, 1522553077, 775923828, 1065202, 3511770
596, 0, 1091930, 1065246, 3511770
597, 0, 791651, 1064788, 3511770
597, 0, 11170012, 1064788, 3511770
598, 0, 1106187, 1064857, 3511770
598, 1522553077, 816298983, 1064857, 3511770
599, 0, 1062052, 1064853, 3511770
600, 0, 777450, 1064374, 3511770
600, 0, 11168726, 1064374, 3511770
601, 0, 1104798, 1064441, 3511770
601, 1522553077, 856761219, 1064441, 3511770
602, 0, 1060246, 1064435, 3511770
603, 0, 793664, 1063986, 3511770
603, 0, 11182492, 1063986, 3511770
604, 0, 1119867, 1064078, 3511770
604, 1522553077, 897165280, 1064078, 3511770
605, 0, 1118907, 1064168, 3511770
606, 0, 774879, 1063691, 3511770
606, 0, 11235635, 1063691, 3511770
607, 0, 1173373, 1063871, 3511770
607, 1522553077, 937644496, 1063871, 3511770
608, 0, 1140539, 1063997, 3511770
609, 0, 788177, 1063545, 3511770
609, 0, 11168048, 1063545, 3511770
610, 0, 1105578, 1063613, 3511770
610, 1522553077, 977948193, 1063613, 3511770
611, 0, 1109827, 1063688, 3511770
612, 0, 765850, 1063202, 3511770
612, 0, 11185459, 1063202, 3511770
613, 0, 1117417, 1063290, 3511770
613, 1522553078, 18442565, 1063290, 3511770
614, 0, 1082760, 1063321, 3511770
615, 0, 776805, 1062856, 3511770
615, 0, 11177299, 1062856, 3511770
616, 0, 1117017, 1062943, 3511770
616, 1522553078, 58851105, 1062943, 3511770
617, 0, 1057205, 1062934, 3511770
618, 0, 767966, 1062457, 3511770
618, 0, 11189399, 1062457, 3511770
619, 0, 1122398, 1062553, 3511770
619, 1522553078, 99289956, 1062553, 3511770
620, 0, 1106543, 1062623, 3511770
621, 0, 801160, 1062202, 3511770
621, 0, 11173219, 1062202, 3511770
622, 0, 1106582, 1062273, 3511770
622, 1522553078, 139726725, 1062273, 3511770
623, 0, 1071509, 1062287, 3511770
624, 0, 774614, 1061826, 3511770
624, 0, 11181725, 1061826, 3511770
625, 0, 1133734, 1061941, 3511770
625, 1522553078, 180140525, 1061941, 3511770
626, 0, 1073296, 1061959, 3511770
627, 0, 771194, 1061496, 3511770
627, 0, 11191637, 1061496, 3511770
628, 0, 1123282, 1061594, 3511770
628, 1522553078, 220588022, 1061594, 3511770
629, 0, 1085917, 1061632, 3511770
630, 0, 770169, 1061170, 3511770
630, 0, 11182487, 1061170, 3511770
631, 0, 1115747, 1061256, 3511770
631, 1522553078, 260970989, 1061256, 3511770
632, 0, 1105881, 1061326, 3511770
633, 0, 799754, 1060913, 3511770
633, 0, 11181956, 1060913, 3511770
634, 0, 1113393, 1060995, 3511770
634, 1522553078, 301372416, 1060995, 3511770
635, 0, 1119857, 1061087, 3511770
636, 0, 768618, 1060628, 3511770
636, 0, 11213544, 1060628, 3511770
637, 0, 1144512, 1060759, 3511770
637, 1522553078, 341862005, 1060759, 3511770
638, 0, 1109831, 1060835, 3511770
639, 0, 794164, 1060418, 3511770
639, 0, 11164716, 1060418, 3511770
640, 0, 1099694, 1060479, 3511770
640, 1522553078, 382273731, 1060479, 3511770
641, 0, 1060430, 1060479, 3511770
642, 0, 778045, 1060040, 3511770
642, 0, 11165940, 1060040, 3511770
643, 0, 1101700, 1060104, 3511770
643, 1522553078, 422684675, 1060104, 3511770
644, 0, 1056915, 1060100, 3511770
645, 0, 773487, 1059656, 3511770
645, 0, 11185601, 1059656, 3511770
646, 0, 1117663, 1059745, 3511770
646, 1522553078, 463125099, 1059745, 3511770
647, 0, 1074804, 1059768, 3511770
648, 0, 784711, 1059344, 3511770
648, 0, 11176825, 1059344, 3511770
649, 0, 1108990, 1059420, 3511770
649, 1522553078, 503549116, 1059420, 3511770
650, 0, 1065351, 1059429, 3511770
651, 0, 783070, 1059005, 3511770
651, 0, 11172111, 1059005, 3511770
652, 0, 1110683, 1059084, 3511770
652, 1522553078, 543954748, 1059084, 3511770
653, 0, 1060482, 1059086, 3511770
654, 0, 840178, 1058752, 3511770
654, 0, 11192866, 1058752, 3511770
655, 0, 1133834, 1058866, 3511770
655, 1522553078, 584376213, 1058866, 3511770
656, 0, 1095612, 1058922, 3511770
657, 0, 768487, 1058480, 3511770
657, 0, 11174402, 1058480, 3511770
658, 0, 1106568, 1058553, 3511770
658, 1522553078, 624789293, 1058553, 3511770
659, 0, 1060325, 1058555, 3511770
660, 0, 784710, 1058141, 3511770
660, 0, 11171876, 1058141, 3511770
661, 0, 1104615, 1058211, 3511770
661, 1522553078, 665192217, 1058211, 3511770
662, 0, 1056914, 1058210, 3511770
663, 0, 767548, 1057772, 3511770
663, 0, 11194245, 1057772, 3511770
664, 0, 1126203, 1057875, 3511770
664, 1522553078, 705625922, 1057875, 3511770
665, 0, 1059231, 1057877, 3511770
666, 0, 787574, 1057472, 3511770
666, 0, 11177032, 1057472, 3511770
667, 0, 1113208, 1057555, 3511770
667, 1522553078, 746036085, 1057555, 3511770
668, 0, 1080768, 1057589, 3511770
669, 0, 795621, 1057198, 3511770
669, 0, 11168204, 1057198, 3511770
670, 0, 1106150, 1057271, 3511770
670, 1522553078, 786421509, 1057271, 3511770
671, 0, 1060532, 1057275, 3511770
672, 0, 782054, 1056866, 3511770
672, 0, 11167761, 1056866, 3511770
673, 0, 1105916, 1056938, 3511770
673, 1522553078, 826878234, 1056938, 3511770
674, 0, 1056861, 1056938, 3511770
675, 0, 767080, 1056509, 3511770
675, 0, 11176432, 1056509, 3511770
676, 0, 1113182, 1056592, 3511770
676, 1522553078, 867272460, 1056592, 3511770
677, 0, 1061991, 1056599, 3511770
678, 0, 786532, 1056201, 3511770
678, 0, 11217187, 1056201, 3511770
679, 0, 1153936, 1056344, 3511770
679, 1522553078, 907694602, 1056344, 3511770
680, 0, 1147849, 1056478, 3511770
681, 0, 820255, 1056132, 3511770
681, 0, 11237577, 1056132, 3511770
682, 0, 1174743, 1056305, 3511770
682, 1522553078, 948135130, 1056305, 3511770
683, 0, 1096730, 1056364, 3511770
684, 0, 808719, 1056002, 3511770
684, 0, 11197968, 1056002, 3511770
685, 0, 1131800, 1056112, 3511770
685, 1522553078, 988571074, 1056112, 3511770
686, 0, 1092328, 1056164, 3511770
687, 0, 780984, 1055764, 3511770
687, 0, 11196171, 1055764, 3511770
688, 0, 1128389, 1055869, 3511770
688, 1522553079, 28978529, 1055869, 3511770
689, 0, 1153656, 1056010, 3511770
690, 0, 793979, 1055631, 3511770
690, 0, 11185155, 1055631, 3511770
691, 0, 1126279, 1055733, 3511770
691, 1522553079, 69404838, 1055733, 3511770
692, 0, 1079255, 1055766, 3511770
693, 0, 782026, 1055371, 3511770
693, 0, 11225389, 1055371, 3511770
694, 0, 1158648, 1055519, 3511770
694, 1522553079, 109831094, 1055519, 3511770
695, 0, 1076312, 1055548, 3511770
696, 0, 781218, 1055154, 3511770
696, 0, 11187082, 1055154, 3511770
697, 0, 1122060, 1055249, 3511770
697, 1522553079, 150230424, 1055249, 3511770
698, 0, 1083838, 1055289, 3511770
699, 0, 795202, 1054917, 3511770
699, 0, 11184191, 1054917, 3511770
700, 0, 1116201, 1055004, 3511770
700, 1522553079, 190628609, 1055004, 3511770
701, 0, 1075790, 1055033, 3511770
702, 0, 782832, 1054646, 3511770
702, 0, 11198904, 1054646, 3511770
703, 0, 1133309, 1054757, 3511770
703, 1522553079, 231046949, 1054757, 3511770
704, 0, 1070296, 1054779, 3511770
705, 0, 779577, 1054389, 3511770
705, 0, 11221898, 1054389, 3511770
706, 0, 1166981, 1054548, 3511770
706, 1522553079, 271563621, 1054548, 3511770
707, 0, 1079063, 1054582, 3511770
708, 0, 768221, 1054178, 3511770
708, 0, 11169474, 1054178, 3511770
709, 0, 1107212, 1054252, 3511770
709, 1522553079, 311877062, 1054252, 3511770
710, 0, 1063664, 1054265, 3511770
711, 0, 767046, 1053862, 3511770
711, 0, 11166163, 1053862, 3511770
712, 0, 1101714, 1053929, 3511770
712, 1522553079, 352298003, 1053929, 3511770
713, 0, 1060926, 1053938, 3511770
714, 0, 764984, 1053534, 3511770
714, 0, 11175247, 1053534, 3511770
715, 0, 1106266, 1053607, 3511770
715, 1522553079, 392714204, 1053607, 3511770
716, 0, 1323548, 1053984, 3511770
717, 0, 803964, 1053636, 3511770
717, 0, 11171987, 1053636, 3511770
718, 0, 1120767, 1053729, 3511770
718, 1522553079, 433120665, 1053729, 3511770
719, 0, 1070552, 1053752, 3511770
720, 0, 785445, 1053380, 3511770
720, 0, 11172531, 1053380, 3511770
721, 0, 1105373, 1053452, 3511770
721, 1522553079, 473542751, 1053452, 3511770
722, 0, 1057918, 1053458, 3511770
723, 0, 779112, 1053079, 3511770
723, 0, 11173958, 1053079, 3511770
724, 0, 1107739, 1053154, 3511770
724, 1522553079, 513936505, 1053154, 3511770
725, 0, 1060753, 1053164, 3511770
726, 0, 778197, 1052786, 3511770
726, 0, 11180855, 1052786, 3511770
727, 0, 1116979, 1052874, 3511770
727, 1522553079, 554360414, 1052874, 3511770
728, 0, 1060618, 1052884, 3511770
729, 0, 765511, 1052490, 3511770
729, 0, 11168325, 1052490, 3511770
730, 0, 1104814, 1052561, 3511770
730, 1522553079, 594748594, 1052561, 3511770
731, 0, 1069494, 1052584, 3511770
732, 0, 783397, 1052217, 3511770
732, 0, 11161785, 1052217, 3511770
733, 0, 1098013, 1052279, 3511770
733, 1522553079, 635168962, 1052279, 3511770
734, 0, 1097485, 1052340, 3511770
735, 0, 774826, 1051963, 3511770
735, 0, 11168369, 1051963, 3511770
736, 0, 1105534, 1052035, 3511770
736, 1522553079, 675566569, 1052035, 3511770
737, 0, 1057872, 1052042, 3511770
738, 0, 764379, 1051653, 3511770
738, 0, 11182141, 1051653, 3511770
739, 0, 1117900, 1051742, 3511770
739, 1522553079, 715999072, 1051742, 3511770
740, 0, 1063467, 1051757, 3511770
741, 0, 761693, 1051366, 3511770
741, 0, 11170705, 1051366, 3511770
742, 0, 1106308, 1051440, 3511770
742, 1522553079, 756387669, 1051440, 3511770
743, 0, 1078332, 1051476, 3511770
744, 0, 789578, 1051124, 3511770
744, 0, 11163956, 1051124, 3511770
745, 0, 1098830, 1051188, 3511770
745, 1522553079, 796818401, 1051188, 3511770
746, 0, 1060542, 1051200, 3511770
747, 0, 781580, 1050840, 3511770
747, 0, 11164915, 1050840, 3511770
748, 0, 1101247, 1050907, 3511770
748, 1522553079, 837243872, 1050907, 3511770
749, 0, 1118792, 1050997, 3511770
750, 0, 786601, 1050645, 3511770
750, 0, 11199051, 1050645, 3511770
751, 0, 1134967, 1050757, 3511770
751, 1522553079, 877709656, 1050757, 3511770
752, 0, 1088761, 1050807, 3511770
753, 0, 771363, 1050436, 3511770
753, 0, 11202094, 1050436, 3511770
754, 0, 1137540, 1050551, 3511770
754, 1522553079, 918351010, 1050551, 3511770
755, 0, 1004722, 1050491, 3511770
756, 0, 765916, 1050115, 3511770
756, 0, 11128783, 1050115, 3511770
757, 0, 1067667, 1050138, 3511770
757, 1522553079, 958697160, 1050138, 3511770
758, 0, 1025368, 1050106, 3511770
759, 0, 762292, 1049727, 3511770
759, 0, 11108076, 1049727, 3511770
760, 0, 1041857, 1049717, 3511770
760, 1522553079, 999108986, 1049717, 3511770
761, 0, 1008255, 1049663, 3511770
762, 0, 767626, 1049293, 3511770
762, 0, 11109348, 1049293, 3511770
763, 0, 1044951, 1049288, 3511770
763, 1522553080, 39530655, 1049288, 3511770
764, 0, 1007548, 1049234, 3511770
765, 0, 789211, 1048895, 3511770
Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns)
1, 0, 1171421, 1171421, 0
2, 0, 1093719, 1132570, 0
3, 0, 1081016, 1115386, 0
4, 0, 1079666, 1106456, 0
5, 0, 1061911, 1097547, 0
6, 0, 1061291, 1091505, 0
7, 0, 1061244, 1087182, 0
8, 0, 1068905, 1084898, 0
9, 0, 1070785, 1083330, 0
10, 0, 1749114, 1149908, 1749114
11, 0, 1089336, 1144402, 1749114
12, 0, 1065695, 1137844, 1749114
13, 0, 1065596, 1132287, 1749114
14, 0, 1076122, 1128276, 1749114
15, 0, 1062221, 1123873, 1749114
16, 0, 1088267, 1121648, 1749114
17, 0, 1088636, 1119707, 1749114
18, 0, 1077027, 1117336, 1749114
19, 0, 1082188, 1115487, 1749114
20, 0, 1083912, 1113909, 1749114
21, 0, 1220217, 1118971, 1749114
22, 0, 1065808, 1116555, 1749114
23, 0, 1056664, 1113952, 1749114
24, 0, 1571781, 1133028, 1749114
25, 0, 1617477, 1152405, 1749114
26, 0, 1566873, 1168346, 1749114
27, 0, 1539549, 1182094, 1749114
28, 0, 1519621, 1194148, 1749114
29, 0, 1617243, 1208737, 1749114
30, 0, 1574972, 1220944, 1749114
31, 0, 1547909, 1231491, 1749114
32, 0, 1583084, 1242478, 1749114
33, 0, 1057068, 1236860, 1749114
34, 0, 1064171, 1231781, 1749114
35, 0, 1056118, 1226763, 1749114
36, 0, 1057283, 1222056, 1749114
37, 0, 1069126, 1217923, 1749114
38, 0, 1765700, 1232338, 1765700
39, 0, 1077550, 1228370, 1765700
40, 0, 1056529, 1224074, 1765700
41, 0, 1063788, 1220165, 1765700
42, 0, 1054068, 1216211, 1765700
43, 0, 1058567, 1212545, 1765700
44, 0, 1054368, 1208951, 1765700
45, 0, 1081470, 1206119, 1765700
46, 0, 1069303, 1203145, 1765700
47, 0, 1052813, 1199947, 1765700
48, 0, 1053197, 1196890, 1765700
49, 0, 1058112, 1194058, 1765700
50, 0, 1125736, 1192692, 1765700
51, 0, 1057110, 1190034, 1765700
52, 0, 1065775, 1187645, 1765700
53, 0, 1063139, 1185296, 1765700
54, 0, 1058523, 1182949, 1765700
55, 0, 1050731, 1180546, 1765700
56, 0, 1055334, 1178311, 1765700
57, 0, 1054937, 1176147, 1765700
58, 0, 1071154, 1174337, 1765700
59, 0, 1066486, 1172510, 1765700
60, 0, 775728, 1165897, 1765700
60, 0, 11155473, 1165897, 1765700
61, 0, 1090451, 1164661, 1765700
61, 1522553081, 686708226, 1164661, 1765700
62, 0, 1053597, 1162870, 1765700
63, 0, 766745, 1156583, 1765700
63, 0, 11164562, 1156583, 1765700
64, 0, 1102561, 1155739, 1765700
64, 1522553081, 727188025, 1155739, 1765700
65, 0, 1077165, 1154531, 1765700
66, 0, 780574, 1148865, 1765700
66, 0, 11180943, 1148865, 1765700
67, 0, 1118005, 1148405, 1765700
67, 1522553081, 767510273, 1148405, 1765700
68, 0, 1100681, 1147704, 1765700
69, 0, 767423, 1142193, 1765700
69, 0, 11208991, 1142193, 1765700
70, 0, 1163968, 1142504, 1765700
70, 1522553081, 807923146, 1142504, 1765700
71, 0, 1073103, 1141527, 1765700
72, 0, 887188, 1137995, 1765700
72, 0, 11159643, 1137995, 1765700
73, 0, 1092069, 1137366, 1765700
73, 1522553081, 848309248, 1137366, 1765700
74, 0, 1064172, 1136377, 1765700
75, 0, 778102, 1131600, 1765700
75, 0, 11173888, 1131600, 1765700
76, 0, 1104543, 1131244, 1765700
76, 1522553081, 888731860, 1131244, 1765700
77, 0, 1056335, 1130272, 1765700
78, 0, 775211, 1125720, 1765700
78, 0, 11160270, 1125720, 1765700
79, 0, 1090821, 1125279, 1765700
79, 1522553081, 929143013, 1125279, 1765700
80, 0, 1135058, 1125401, 1765700
81, 0, 793467, 1121304, 1765700
81, 0, 11163577, 1121304, 1765700
82, 0, 1095222, 1120986, 1765700
82, 1522553081, 969583542, 1120986, 1765700
83, 0, 1054878, 1120190, 1765700
84, 0, 766619, 1115981, 1765700
84, 1, 1158666938, 1115981, 1765700
85, 0, 1115405, 1115975, 1765700
85, 1522553082, 10007664, 1115975, 1765700
86, 0, 1051883, 1115230, 1765700
87, 0, 798938, 1111595, 1765700
87, 0, 11159725, 1111595, 1765700
88, 0, 1105588, 1111527, 1765700
88, 1522553082, 50405329, 1111527, 1765700
89, 0, 1091701, 1111305, 1765700
90, 0, 784121, 1107670, 1765700
90, 0, 11153085, 1107670, 1765700
91, 0, 1089260, 1107468, 1765700
91, 1522553082, 91032626, 1107468, 1765700
92, 0, 1056417, 1106914, 1765700
93, 0, 768106, 1103271, 1765700
93, 0, 11178736, 1103271, 1765700
94, 0, 1114652, 1103392, 1765700
94, 1522553082, 131367322, 1103392, 1765700
95, 0, 1056495, 1102899, 1765700
96, 0, 771362, 1099446, 1765700
96, 0, 11174127, 1099446, 1765700
97, 0, 1111762, 1099572, 1765700
97, 1522553082, 171712226, 1099572, 1765700
98, 0, 1068397, 1099254, 1765700
99, 0, 789617, 1096127, 1765700
99, 0, 11152176, 1096127, 1765700
100, 0, 1091164, 1096078, 1765700
100, 1522553082, 212096662, 1096078, 1765700
101, 0, 1708104, 1102137, 1765700
102, 0, 1063339, 1101757, 1765700
102, 0, 11694384, 1101757, 1765700
103, 0, 1634830, 1106932, 1765700
103, 1522553082, 253263484, 1106932, 1765700
104, 0, 1695891, 1112595, 1765700
105, 0, 1115241, 1112620, 1765700
105, 0, 12015131, 1112620, 1765700
106, 0, 1959485, 1120609, 1959485
106, 1522553082, 294317803, 1120609, 1959485
107, 0, 1856587, 1127487, 1959485
108, 0, 1142498, 1127625, 1959485
108, 0, 11984316, 1127625, 1959485
109, 0, 1922575, 1134918, 1959485
109, 1522553082, 334665145, 1134918, 1959485
110, 0, 2135610, 1144015, 2135610
111, 0, 1159493, 1144154, 2135610
111, 0, 11158665, 1144154, 2135610
112, 0, 1102600, 1143783, 2135610
112, 1522553082, 373715888, 1143783, 2135610
113, 0, 1042254, 1142885, 2135610
114, 0, 773160, 1139642, 2135610
114, 0, 11157015, 1139642, 2135610
115, 0, 1091472, 1139224, 2135610
115, 1522553082, 414138073, 1139224, 2135610
116, 0, 1037375, 1138346, 2135610
117, 0, 768489, 1135185, 2135610
117, 0, 11157448, 1135185, 2135610
118, 0, 1091696, 1134817, 2135610
118, 1522553082, 454546456, 1134817, 2135610
119, 0, 1034944, 1133978, 2135610
120, 0, 763975, 1130895, 2135610
120, 0, 11151526, 1130895, 2135610
121, 0, 1086922, 1130532, 2135610
121, 1522553082, 494955985, 1130532, 2135610
122, 0, 1052459, 1129893, 2135610
123, 0, 886802, 1127917, 2135610
123, 0, 11147897, 1127917, 2135610
124, 0, 1084229, 1127565, 2135610
124, 1522553082, 535351712, 1127565, 2135610
125, 0, 1038258, 1126851, 2135610
126, 0, 765935, 1123987, 2135610
126, 0, 11140622, 1123987, 2135610
127, 0, 1075444, 1123605, 2135610
127, 1522553082, 575762282, 1123605, 2135610
128, 0, 1102753, 1123443, 2135610
129, 0, 756264, 1120597, 2135610
129, 0, 11169701, 1120597, 2135610
130, 0, 1106137, 1120486, 2135610
130, 1522553082, 616181186, 1120486, 2135610
131, 0, 1656669, 1124579, 2135610
132, 0, 755655, 1121785, 2135610
132, 0, 11679607, 1121785, 2135610
133, 0, 1626773, 1125581, 2135610
133, 1522553082, 657211541, 1125581, 2135610
134, 0, 1963609, 1131834, 2135610
135, 0, 772234, 1129171, 2135610
135, 0, 11144162, 1129171, 2135610
136, 0, 1080337, 1128812, 2135610
136, 1522553082, 697033525, 1128812, 2135610
137, 0, 1046761, 1128214, 2135610
138, 0, 771208, 1125627, 2135610
138, 0, 11138918, 1125627, 2135610
139, 0, 1072594, 1125246, 2135610
139, 1522553082, 737401023, 1125246, 2135610
140, 0, 1031153, 1124574, 2135610
141, 0, 756695, 1121965, 2135610
141, 0, 11182996, 1121965, 2135610
142, 0, 1116725, 1121929, 2135610
142, 1522553082, 777824562, 1121929, 2135610
143, 0, 1034347, 1121317, 2135610
144, 0, 789315, 1119012, 2135610
144, 0, 11151502, 1119012, 2135610
145, 0, 1078199, 1118731, 2135610
145, 1522553082, 818317736, 1118731, 2135610
146, 0, 1038894, 1118185, 2135610
147, 0, 750269, 1115683, 2135610
147, 0, 11182612, 1115683, 2135610
148, 0, 1117277, 1115693, 2135610
148, 1522553082, 858832993, 1115693, 2135610
149, 0, 1571820, 1118754, 2135610
150, 0, 763253, 1116384, 2135610
150, 0, 11621946, 1116384, 2135610
151, 0, 1559997, 1119321, 2135610
151, 1522553082, 899660486, 1119321, 2135610
152, 0, 1082937, 1119082, 2135610
153, 0, 762072, 1116749, 2135610
153, 0, 11145197, 1116749, 2135610
154, 0, 1080436, 1116514, 2135610
154, 1522553082, 939642936, 1116514, 2135610
155, 0, 1046391, 1116062, 2135610
156, 0, 800057, 1114037, 2135610
156, 0, 11142662, 1114037, 2135610
157, 0, 1077848, 1113807, 2135610
157, 1522553082, 980095902, 1113807, 2135610
158, 0, 1050105, 1113404, 2135610
159, 0, 777105, 1111289, 2135610
159, 0, 11156011, 1111289, 2135610
160, 0, 1090937, 1111162, 2135610
160, 1522553083, 20473504, 1111162, 2135610
161, 0, 1037674, 1110706, 2135610
162, 0, 767486, 1108588, 2135610
162, 0, 11144882, 1108588, 2135610
163, 0, 1081839, 1108424, 2135610
163, 1522553083, 60894231, 1108424, 2135610
164, 0, 1101335, 1108381, 2135610
165, 0, 818283, 1106623, 2135610
165, 0, 11146253, 1106623, 2135610
166, 0, 1081804, 1106474, 2135610
166, 1522553083, 101342249, 1106474, 2135610
167, 0, 1039946, 1106076, 2135610
168, 0, 757623, 1104002, 2135610
168, 0, 11161426, 1104002, 2135610
169, 0, 1096768, 1103960, 2135610
169, 1522553083, 141751882, 1103960, 2135610
170, 0, 1044078, 1103608, 2135610
171, 0, 760349, 1101601, 2135610
171, 0, 11168733, 1101601, 2135610
172, 0, 1111577, 1101659, 2135610
172, 1522553083, 182173859, 1101659, 2135610
173, 0, 1058625, 1101411, 2135610
174, 0, 776667, 1099545, 2135610
174, 0, 11148802, 1099545, 2135610
175, 0, 1085551, 1099466, 2135610
175, 1522553083, 222616773, 1099466, 2135610
176, 0, 1039684, 1099127, 2135610
177, 0, 760590, 1097215, 2135610
177, 0, 11139288, 1097215, 2135610
178, 0, 1076766, 1097101, 2135610
178, 1522553083, 263001302, 1097101, 2135610
179, 0, 1067876, 1096938, 2135610
180, 0, 758884, 1095060, 2135610
180, 0, 11154347, 1095060, 2135610
181, 0, 1089951, 1095032, 2135610
181, 1522553083, 303394884, 1095032, 2135610
182, 0, 1040174, 1094731, 2135610
183, 0, 764983, 1092930, 2135610
183, 0, 11161957, 1092930, 2135610
184, 0, 1096727, 1092950, 2135610
184, 1522553083, 343825913, 1092950, 2135610
185, 0, 1053148, 1092735, 2135610
186, 0, 816760, 1091252, 2135610
186, 0, 11150922, 1091252, 2135610
187, 0, 1091004, 1091251, 2135610
187, 1522553083, 384216630, 1091251, 2135610
188, 0, 1039874, 1090978, 2135610
189, 0, 780673, 1089337, 2135610
189, 0, 11141189, 1089337, 2135610
190, 0, 1078250, 1089279, 2135610
190, 1522553083, 424625836, 1089279, 2135610
191, 0, 1040037, 1089022, 2135610
192, 0, 759638, 1087307, 2135610
192, 0, 11150205, 1087307, 2135610
193, 0, 1084715, 1087294, 2135610
193, 1522553083, 465038636, 1087294, 2135610
194, 0, 1038688, 1087044, 2135610
195, 0, 761780, 1085376, 2135610
195, 0, 11159483, 1085376, 2135610
196, 0, 1094981, 1085425, 2135610
196, 1522553083, 505445967, 1085425, 2135610
197, 0, 1066507, 1085329, 2135610
198, 0, 759234, 1083683, 2135610
198, 0, 11139749, 1083683, 2135610
199, 0, 1081446, 1083672, 2135610
199, 1522553083, 545843194, 1083672, 2135610
200, 0, 1054274, 1083526, 2135610
201, 0, 775438, 1081994, 2135610
201, 0, 11143922, 1081994, 2135610
202, 0, 1124421, 1082204, 2135610
202, 1522553083, 586299379, 1082204, 2135610
203, 0, 1041103, 1082002, 2135610
204, 0, 767996, 1080463, 2135610
204, 0, 11138512, 1080463, 2135610
205, 0, 1073542, 1080430, 2135610
205, 1522553083, 626697856, 1080430, 2135610
206, 0, 1037932, 1080224, 2135610
207, 0, 757950, 1078668, 2135610
207, 0, 11153778, 1078668, 2135610
208, 0, 1088496, 1078715, 2135610
208, 1522553083, 667078729, 1078715, 2135610
209, 0, 1035647, 1078509, 2135610
210, 0, 756290, 1076975, 2135610
210, 0, 11149462, 1076975, 2135610
211, 0, 1084284, 1077009, 2135610
211, 1522553083, 707497467, 1077009, 2135610
212, 0, 1075236, 1077001, 2135610
213, 0, 771973, 1075569, 2135610
213, 0, 11139832, 1075569, 2135610
214, 0, 1074498, 1075564, 2135610
214, 1522553083, 747872923, 1075564, 2135610
215, 0, 1094982, 1075654, 2135610
216, 0, 796562, 1074362, 2135610
216, 0, 11167286, 1074362, 2135610
217, 0, 1096952, 1074466, 2135610
217, 1522553083, 788312390, 1074466, 2135610
218, 0, 1055925, 1074381, 2135610
219, 0, 761621, 1072953, 2135610
219, 0, 11169845, 1072953, 2135610
220, 0, 1087688, 1073019, 2135610
220, 1522553083, 828733627, 1073019, 2135610
221, 0, 1079161, 1073046, 2135610
222, 0, 771522, 1071688, 2135610
222, 0, 11149435, 1071688, 2135610
223, 0, 1079830, 1071724, 2135610
223, 1522553083, 869168874, 1071724, 2135610
224, 0, 1065678, 1071698, 2135610
225, 0, 767258, 1070345, 2135610
225, 0, 11161420, 1070345, 2135610
226, 0, 1091658, 1070439, 2135610
226, 1522553083, 909581883, 1070439, 2135610
227, 0, 1061465, 1070400, 2135610
228, 0, 760911, 1069043, 2135610
228, 0, 11148613, 1069043, 2135610
229, 0, 1079946, 1069090, 2135610
229, 1522553083, 949999005, 1069090, 2135610
230, 0, 1048399, 1069001, 2135610
231, 0, 774406, 1067726, 2135610
231, 0, 11177578, 1067726, 2135610
232, 0, 1109119, 1067904, 2135610
232, 1522553083, 990444461, 1067904, 2135610
233, 0, 1040176, 1067785, 2135610
234, 0, 759100, 1066466, 2135610
234, 0, 11176491, 1066466, 2135610
235, 0, 1105531, 1066632, 2135610
235, 1522553084, 30863250, 1066632, 2135610
236, 0, 1036015, 1066503, 2135610
237, 0, 755982, 1065193, 2135610
237, 0, 11153997, 1065193, 2135610
238, 0, 1090434, 1065299, 2135610
238, 1522553084, 71284436, 1065299, 2135610
239, 0, 1050709, 1065238, 2135610
240, 0, 768018, 1064000, 2135610
240, 0, 11143639, 1064000, 2135610
241, 0, 1075075, 1064045, 2135610
241, 1522553084, 111669163, 1064045, 2135610
242, 0, 1038007, 1063938, 2135610
243, 0, 753650, 1062662, 2135610
243, 0, 11140833, 1062662, 2135610
244, 0, 1072633, 1062702, 2135610
244, 1522553084, 152109515, 1062702, 2135610
245, 0, 1075929, 1062755, 2135610
246, 0, 754594, 1061503, 2135610
246, 0, 11156984, 1061503, 2135610
247, 0, 1088160, 1061610, 2135610
247, 1522553084, 192519033, 1061610, 2135610
248, 0, 1060415, 1061606, 2135610
249, 0, 750277, 1060356, 2135610
249, 0, 11149855, 1060356, 2135610
250, 0, 1081239, 1060439, 2135610
250, 1522553084, 232927666, 1060439, 2135610
251, 0, 1049067, 1060394, 2135610
252, 0, 768512, 1059236, 2135610
252, 0, 11169653, 1059236, 2135610
253, 0, 1126350, 1059501, 2135610
253, 1522553084, 273352393, 1059501, 2135610
254, 0, 1038559, 1059419, 2135610
255, 0, 764005, 1058261, 2135610
