Host ID, Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns),,
0,0,0,592877,0,0,,
0,0,0,454386,0,0,,435411.373
0,0,0,449072,0,0,,
0,0,0,451673,0,0,,
0,0,0,465108,0,0,,
0,0,0,470158,0,0,,
0,0,0,457135,0,0,,
0,0,0,443487,0,0,,
0,0,0,442808,0,0,,
0,0,0,448431,0,0,,
0,0,0,473376,0,0,,
0,0,0,454260,0,0,,
0,0,0,442695,0,0,,
0,0,0,447433,0,0,,
0,0,0,443940,0,0,,
0,0,0,460604,0,0,,
0,0,0,477894,0,0,,
0,0,0,467892,0,0,,
0,0,0,449036,0,0,,
0,0,0,450492,0,0,,
0,0,0,458250,0,0,,
0,0,0,468508,0,0,,
0,0,0,452413,0,0,,
0,0,0,442827,0,0,,
0,0,0,446054,0,0,,
0,0,0,448969,0,0,,
0,0,0,473549,0,0,,
0,0,0,443443,0,0,,
0,0,0,447034,0,0,,
0,0,0,450574,0,0,,
0,0,0,456978,0,0,,
0,0,0,464945,0,0,,
0,0,0,469109,0,0,,
0,0,0,449315,0,0,,
0,0,0,516448,0,0,,
0,0,0,452487,0,0,,
0,0,0,459101,0,0,,
0,0,0,473837,0,0,,
0,0,0,443523,0,0,,
0,0,0,443729,0,0,,
0,0,0,445549,0,0,,
0,0,0,453881,0,0,,
0,0,0,462577,0,0,,
0,0,0,440127,0,0,,
0,0,0,459447,0,0,,
0,0,0,446268,0,0,,
0,0,0,440328,0,0,,
0,0,0,444284,0,0,,
0,0,0,460323,0,0,,
0,0,0,473498,0,0,,
0,0,0,448913,0,0,,
0,0,0,445682,0,0,,
0,0,0,448232,0,0,,
0,0,0,456667,0,0,,
0,0,0,448772,0,0,,
0,0,0,461750,0,0,,
0,0,0,475721,0,0,,
0,0,0,454015,0,0,,
0,0,0,450538,0,0,,
0,0,0,446852,0,0,,
0,0,0,446395,0,0,,
0,0,0,455522,0,0,,
0,0,0,462097,0,0,,
0,0,0,452786,0,0,,
0,0,0,446600,0,0,,
0,0,0,441561,0,0,,
0,0,0,443292,0,0,,
0,0,0,453981,0,0,,
0,0,0,467379,0,0,,
0,0,0,448954,0,0,,
0,0,0,449121,0,0,,
0,0,0,441947,0,0,,
0,0,0,447740,0,0,,
0,0,0,452648,0,0,,
0,0,0,477764,0,0,,
0,0,0,442673,0,0,,
0,0,0,444508,0,0,,
0,0,0,444051,0,0,,
0,0,0,441199,0,0,,
0,0,0,464649,0,0,,
0,0,0,466952,0,0,,
0,0,0,441652,0,0,,
0,0,0,440049,0,0,,
0,0,0,445635,0,0,,
0,0,0,448043,0,0,,
0,0,0,470294,0,0,,
0,0,0,444057,0,0,,
0,0,0,442715,0,0,,
0,0,0,446061,0,0,,
0,0,0,442271,0,0,,
0,0,0,459991,0,0,,
0,0,0,473961,0,0,,
0,0,0,444808,0,0,,
0,0,0,441382,0,0,,
0,0,0,445249,0,0,,
0,0,0,453125,0,0,,
0,0,0,466731,0,0,,
0,0,0,443827,0,0,,
0,0,0,449360,0,0,,
0,0,0,441039,0,0,,
0,0,0,444333,0,0,,
0,0,0,463719,0,0,,
0,0,0,446752,0,0,,
0,0,0,439578,0,0,,
0,0,0,438704,0,0,,
0,0,0,442050,0,0,,
0,0,0,450239,0,0,,
0,0,0,463063,0,0,,
0,0,0,443753,0,0,,
0,0,0,445328,0,0,,
0,0,0,449038,0,0,,
0,0,0,453634,0,0,,
0,0,0,474167,0,0,,
0,0,0,451470,0,0,,
0,0,0,452837,0,0,,
0,0,0,450870,0,0,,
0,0,0,451872,0,0,,
0,0,0,469124,0,0,,
0,0,0,440177,0,0,,
0,0,0,444201,0,0,,
0,0,0,445515,0,0,,
0,0,0,443756,0,0,,
0,0,0,463612,0,0,,
0,0,0,470447,0,0,,
0,0,0,444783,0,0,,
0,0,0,443545,0,0,,
0,0,0,441994,0,0,,
0,0,0,462163,0,0,,
0,0,0,467175,0,0,,
0,0,0,450885,0,0,,
0,0,0,449283,0,0,,
0,0,0,449399,0,0,,
0,0,0,457432,0,0,,
0,0,0,469788,0,0,,
0,0,0,442248,0,0,,
0,0,0,455750,0,0,,
0,0,0,448731,0,0,,
0,0,0,451608,0,0,,
0,0,0,472662,0,0,,
0,0,0,441216,0,0,,
0,0,0,467791,0,0,,
0,0,0,440459,0,0,,
0,0,0,462138,0,0,,
0,0,0,463921,0,0,,
0,0,0,446641,0,0,,
0,0,0,447331,0,0,,
0,0,0,467864,0,0,,
0,0,0,470532,0,0,,
0,0,0,450701,0,0,,
