Host ID, Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns),,
0,0,0,593535,0,0,,433986.0014
0,0,0,447216,0,0,,
0,0,0,469904,0,0,,
0,0,0,434310,0,0,,
0,0,0,435331,0,0,,
0,0,0,429997,0,0,,
0,0,0,438518,0,0,,
0,0,0,446465,0,0,,
0,0,0,432434,0,0,,
0,0,0,440329,0,0,,
0,0,0,427287,0,0,,
0,0,0,429610,0,0,,
0,0,0,428807,0,0,,
0,0,0,441703,0,0,,
0,0,0,436265,0,0,,
0,0,0,452286,0,0,,
0,0,0,427421,0,0,,
0,0,0,426931,0,0,,
0,0,0,451806,0,0,,
0,0,0,430795,0,0,,
0,0,0,443742,0,0,,
0,0,0,428773,0,0,,
0,0,0,427502,0,0,,
0,0,0,433054,0,0,,
0,0,0,442824,0,0,,
0,0,0,434626,0,0,,
0,0,0,439137,0,0,,
0,0,0,427918,0,0,,
0,0,0,431229,0,0,,
0,0,0,442197,0,0,,
0,0,0,433635,0,0,,
0,0,0,436738,0,0,,
0,0,0,430936,0,0,,
0,0,0,430290,0,0,,
0,0,0,442509,0,0,,
0,0,0,462904,0,0,,
0,0,0,442779,0,0,,
0,0,0,433851,0,0,,
0,0,0,432424,0,0,,
0,0,0,445892,0,0,,
0,0,0,443631,0,0,,
0,0,0,433766,0,0,,
0,0,0,433902,0,0,,
0,0,0,438985,0,0,,
0,0,0,446255,0,0,,
0,0,0,500036,0,0,,
0,0,0,441473,0,0,,
0,0,0,440671,0,0,,
0,0,0,435753,0,0,,
0,0,0,442295,0,0,,
0,0,0,433628,0,0,,
0,0,0,443867,0,0,,
0,0,0,442023,0,0,,
0,0,0,433252,0,0,,
0,0,0,442918,0,0,,
0,0,0,430761,0,0,,
0,0,0,445376,0,0,,
0,0,0,424105,0,0,,
0,0,0,428510,0,0,,
0,0,0,447500,0,0,,
0,0,0,430031,0,0,,
0,0,0,435583,0,0,,
0,0,0,432436,0,0,,
