0.0000280,,,,
0.0000340,,,,
0.0000350,,0.0000423,,43 us
0.0000330,,,,
0.0000400,,,,
0.0000330,,,,
0.0000340,,,,
0.0000340,,,,
0.0000330,,,,
0.0000330,,,,
0.0000340,,,,
0.0000330,,,,
0.0000340,,,,
0.0000320,,,,
0.0000340,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000370,,,,
0.0000390,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000370,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000400,,,,
0.0000390,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000370,,,,
0.0000380,,,,
0.0000390,,,,
0.0000150,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000370,,,,
0.0000390,,,,
0.0000370,,,,
0.0000380,,,,
0.0000400,,,,
0.0000090,,,,
0.0000070,,,,
0.0000380,,,,
0.0000390,,,,
0.0000400,,,,
0.0000380,,,,
0.0000370,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000370,,,,
0.0000390,,,,
0.0000400,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000390,,,,
0.0000380,,,,
0.0000400,,,,
0.0000390,,,,
0.0000400,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000390,,,,
0.0000400,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000370,,,,
0.0000390,,,,
0.0000370,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000380,,,,
0.0000370,,,,
0.0000380,,,,
0.0000400,,,,
0.0000390,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000400,,,,
0.0000390,,,,
0.0000380,,,,
0.0000400,,,,
0.0000390,,,,
0.0000400,,,,
0.0000380,,,,
0.0000370,,,,
0.0000390,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000380,,,,
0.0000400,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000580,,,,
0.0000390,,,,
0.0000390,,,,
0.0000370,,,,
0.0000390,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000380,,,,
0.0000410,,,,
0.0000380,,,,
0.0000370,,,,
0.0000390,,,,
0.0000380,,,,
0.0000390,,,,
0.0000390,,,,
0.0000100,,,,
0.0000390,,,,
0.0000370,,,,
0.0000370,,,,
0.0000430,,,,
0.0000430,,,,
0.0000450,,,,
0.0000430,,,,
0.0000420,,,,
0.0000440,,,,
0.0000430,,,,
0.0000430,,,,
0.0000410,,,,
0.0000420,,,,
0.0000430,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000430,,,,
0.0000440,,,,
0.0000430,,,,
0.0000420,,,,
0.0000430,,,,
0.0000420,,,,
0.0000770,,,,
0.0000410,,,,
0.0000420,,,,
0.0000440,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
0.0000410,,,,
0.0000420,,,,
0.0000440,,,,
0.0000420,,,,
0.0000450,,,,
0.0000420,,,,
0.0000420,,,,
0.0000430,,,,
0.0000440,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
0.0000430,,,,
0.0000430,,,,
0.0000430,,,,
0.0000430,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
0.0000420,,,,
0.0000410,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000430,,,,
0.0000430,,,,
0.0000430,,,,
0.0000420,,,,
0.0000430,,,,
0.0000440,,,,
0.0000430,,,,
0.0000440,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
0.0000420,,,,
0.0000430,,,,
0.0000420,,,,
0.0000420,,,,
0.0000420,,,,
0.0000440,,,,
