Host ID, Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns),,
0,0,0,613140,0,0,,
0,0,0,417296,0,0,,408058.308
0,0,0,404888,0,0,,
0,0,0,412010,0,0,,
0,0,0,392830,0,0,,
0,0,0,393859,0,0,,
0,0,0,409628,0,0,,
0,0,0,411543,0,0,,
0,0,0,417728,0,0,,
0,0,0,395735,0,0,,
0,0,0,395931,0,0,,
0,0,0,395762,0,0,,
0,0,0,408250,0,0,,
0,0,0,398862,0,0,,
0,0,0,411088,0,0,,
0,0,0,396388,0,0,,
0,0,0,388771,0,0,,
0,0,0,400061,0,0,,
0,0,0,415048,0,0,,
0,0,0,411546,0,0,,
0,0,0,391481,0,0,,
0,0,0,394593,0,0,,
0,0,0,410049,0,0,,
0,0,0,392901,0,0,,
0,0,0,407940,0,0,,
0,0,0,398344,0,0,,
0,0,0,398332,0,0,,
0,0,0,396235,0,0,,
0,0,0,413619,0,0,,
0,0,0,396731,0,0,,
0,0,0,402968,0,0,,
0,0,0,392956,0,0,,
0,0,0,392734,0,0,,
0,0,0,404961,0,0,,
0,0,0,404844,0,0,,
0,0,0,398529,0,0,,
0,0,0,401433,0,0,,
0,0,0,393243,0,0,,
0,0,0,411668,0,0,,
0,0,0,393166,0,0,,
0,0,0,408414,0,0,,
0,0,0,395015,0,0,,
0,0,0,405003,0,0,,
0,0,0,391761,0,0,,
0,0,0,401488,0,0,,
0,0,0,393037,0,0,,
0,0,0,406410,0,0,,
0,0,0,391658,0,0,,
0,0,0,411489,0,0,,
0,0,0,393664,0,0,,
0,0,0,393443,0,0,,
0,0,0,392753,0,0,,
0,0,0,406595,0,0,,
0,0,0,396941,0,0,,
0,0,0,402688,0,0,,
0,0,0,391516,0,0,,
0,0,0,387424,0,0,,
0,0,0,392136,0,0,,
0,0,0,413306,0,0,,
0,0,0,391351,0,0,,
0,0,0,404083,0,0,,
0,0,0,393794,0,0,,
0,0,0,390850,0,0,,
0,0,0,395873,0,0,,
0,0,0,400689,0,0,,
0,0,0,422692,0,0,,
0,0,0,405685,0,0,,
0,0,0,395032,0,0,,
0,0,0,399379,0,0,,
0,0,0,404663,0,0,,
0,0,0,407604,0,0,,
0,0,0,412472,0,0,,
0,0,0,396558,0,0,,
0,0,0,396217,0,0,,
0,0,0,398012,0,0,,
0,0,0,410171,0,0,,
0,0,0,410300,0,0,,
0,0,0,410740,0,0,,
0,0,0,402432,0,0,,
0,0,0,394590,0,0,,
0,0,0,396229,0,0,,
