
Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns)
334, 0, 1098617, 1069091, 3619550
334, 1522540130, 148606194, 1069091, 3619550
335, 0, 1015087, 1068930, 3619550
336, 0, 757080, 1068002, 3619550
336, 0, 11125453, 1068002, 3619550
337, 0, 1088399, 1068062, 3619550
337, 1522540130, 189018511, 1068062, 3619550
338, 0, 1026171, 1067939, 3619550
339, 0, 764205, 1067044, 3619550
339, 0, 11136536, 1067044, 3619550
340, 0, 1092816, 1067119, 3619550
340, 1522540130, 229441037, 1067119, 3619550
341, 0, 1041108, 1067043, 3619550
342, 0, 742268, 1066094, 3619550
342, 0, 11202567, 1066094, 3619550
343, 0, 1142961, 1066318, 3619550
343, 1522540130, 269899135, 1066318, 3619550
344, 0, 1060478, 1066302, 3619550
345, 0, 748899, 1065382, 3619550
345, 0, 11163448, 1065382, 3619550
346, 0, 1093165, 1065462, 3619550
346, 1522540130, 310404894, 1065462, 3619550
347, 0, 1040222, 1065390, 3619550
348, 0, 746606, 1064474, 3619550
348, 0, 11162405, 1064474, 3619550
349, 0, 1093841, 1064558, 3619550
349, 1522540130, 350805762, 1064558, 3619550
350, 0, 1057356, 1064538, 3619550
351, 0, 771917, 1063705, 3619550
351, 0, 11150268, 1063705, 3619550
352, 0, 1081339, 1063755, 3619550
352, 1522540130, 391228036, 1063755, 3619550
353, 0, 1059490, 1063743, 3619550
354, 0, 784259, 1062954, 3619550
354, 0, 11155267, 1062954, 3619550
355, 0, 1085453, 1063017, 3619550
355, 1522540130, 431605154, 1063017, 3619550
356, 0, 1037615, 1062946, 3619550
357, 0, 750039, 1062070, 3619550
357, 0, 11170318, 1062070, 3619550
358, 0, 1101024, 1062178, 3619550
358, 1522540130, 472063105, 1062178, 3619550
359, 0, 1078185, 1062222, 3619550
360, 0, 761808, 1061388, 3619550
360, 0, 11163910, 1061388, 3619550
361, 0, 1096700, 1061485, 3619550
361, 1522540130, 512517462, 1061485, 3619550
362, 0, 1050685, 1061456, 3619550
363, 0, 749880, 1060598, 3619550
363, 0, 11145628, 1060598, 3619550
364, 0, 1089356, 1060677, 3619550
364, 1522540130, 552883538, 1060677, 3619550
365, 0, 1039798, 1060620, 3619550
366, 0, 759410, 1059798, 3619550
366, 0, 11187292, 1059798, 3619550
367, 0, 1118468, 1059957, 3619550
367, 1522540130, 593365082, 1059957, 3619550
368, 0, 1055994, 1059947, 3619550
369, 0, 751076, 1059110, 3619550
369, 0, 11156667, 1059110, 3619550
370, 0, 1092009, 1059198, 3619550
370, 1522540130, 633732669, 1059198, 3619550
371, 0, 1051514, 1059178, 3619550
372, 0, 762273, 1058380, 3619550
372, 0, 11158280, 1058380, 3619550
373, 0, 1084195, 1058449, 3619550
373, 1522540130, 674148120, 1058449, 3619550
374, 0, 1043441, 1058409, 3619550
375, 0, 755136, 1057601, 3619550
375, 0, 11162185, 1057601, 3619550
376, 0, 1099142, 1057711, 3619550
376, 1522540130, 714581123, 1057711, 3619550
377, 0, 1065158, 1057730, 3619550
378, 0, 748676, 1056913, 3619550
378, 0, 11155257, 1056913, 3619550
379, 0, 1092318, 1057006, 3619550
379, 1522540130, 754972720, 1057006, 3619550
380, 0, 1065209, 1057027, 3619550
381, 0, 765238, 1056262, 3619550
381, 0, 11149214, 1056262, 3619550
382, 0, 1084973, 1056337, 3619550
382, 1522540130, 795404004, 1056337, 3619550
383, 0, 1051770, 1056326, 3619550
384, 0, 744715, 1055515, 3619550
384, 0, 11149056, 1055515, 3619550
385, 0, 1085128, 1055591, 3619550
385, 1522540130, 835822320, 1055591, 3619550
386, 0, 1157080, 1055853, 3619550
387, 0, 768100, 1055110, 3619550
387, 0, 11168847, 1055110, 3619550
388, 0, 1106637, 1055242, 3619550
388, 1522540130, 876266781, 1055242, 3619550
389, 0, 1132496, 1055440, 3619550
390, 0, 760911, 1054685, 3619550
390, 0, 11161397, 1054685, 3619550
391, 0, 1098771, 1054797, 3619550
391, 1522540130, 916679367, 1054797, 3619550
392, 0, 1052600, 1054792, 3619550
393, 0, 762680, 1054049, 3619550
393, 0, 11146396, 1054049, 3619550
394, 0, 1083249, 1054123, 3619550
394, 1522540130, 957044663, 1054123, 3619550
395, 0, 1050931, 1054115, 3619550
396, 0, 772315, 1053404, 3619550
396, 0, 11146031, 1053404, 3619550
397, 0, 1082935, 1053478, 3619550
397, 1522540130, 997419385, 1053478, 3619550
398, 0, 1044472, 1053456, 3619550
399, 0, 751584, 1052700, 3619550
399, 0, 11168008, 1052700, 3619550
400, 0, 1104966, 1052830, 3619550
400, 1522540131, 37881190, 1052830, 3619550
401, 0, 1050929, 1052826, 3619550
402, 0, 856478, 1052338, 3619550
402, 0, 11165403, 1052338, 3619550
403, 0, 1104652, 1052467, 3619550
403, 1522540131, 78352682, 1052467, 3619550
404, 0, 1049313, 1052460, 3619550
405, 0, 750332, 1051715, 3619550
405, 0, 11160871, 1051715, 3619550
406, 0, 1093817, 1051818, 3619550
406, 1522540131, 118757143, 1051818, 3619550
407, 0, 1041343, 1051793, 3619550
408, 0, 763871, 1051088, 3619550
408, 0, 11150141, 1051088, 3619550
409, 0, 1083347, 1051166, 3619550
409, 1522540131, 159212490, 1051166, 3619550
410, 0, 1071237, 1051214, 3619550
411, 0, 761944, 1050511, 3619550
411, 0, 11156545, 1050511, 3619550
412, 0, 1089023, 1050604, 3619550
412, 1522540131, 199605076, 1050604, 3619550
413, 0, 1051497, 1050606, 3619550
414, 0, 746734, 1049873, 3619550
414, 0, 11160293, 1049873, 3619550
415, 0, 1091678, 1049973, 3619550
415, 1522540131, 240046621, 1049973, 3619550
416, 0, 1039256, 1049948, 3619550
417, 0, 751056, 1049232, 3619550
417, 0, 11168159, 1049232, 3619550
418, 0, 1112512, 1049383, 3619550
418, 1522540131, 280444522, 1049383, 3619550
419, 0, 1023320, 1049321, 3619550
420, 0, 743195, 1048593, 3619550
420, 0, 11144101, 1048593, 3619550
421, 0, 1079704, 1048666, 3619550
421, 1522540131, 320834822, 1048666, 3619550
422, 0, 1032387, 1048628, 3619550
423, 0, 731689, 1047879, 3619550
423, 0, 11153479, 1047879, 3619550
424, 0, 1089707, 1047977, 3619550
424, 1522540131, 361260487, 1047977, 3619550
425, 0, 1017704, 1047906, 3619550
426, 0, 749921, 1047207, 3619550
426, 0, 11806030, 1047207, 3619550
427, 0, 1741216, 1048832, 3619550
427, 1522540131, 401714172, 1048832, 3619550
428, 0, 1030833, 1048790, 3619550
429, 0, 748363, 1048090, 3619550
429, 0, 11145884, 1048090, 3619550
430, 0, 1081539, 1048167, 3619550
430, 1522540131, 442143170, 1048167, 3619550
431, 0, 1040681, 1048150, 3619550
432, 0, 735815, 1047428, 3619550
432, 0, 11155784, 1047428, 3619550
433, 0, 1092845, 1047532, 3619550
433, 1522540131, 482554772, 1047532, 3619550
434, 0, 1034123, 1047502, 3619550
435, 0, 751497, 1046822, 3619550
435, 0, 11140684, 1046822, 3619550
436, 0, 1076808, 1046890, 3619550
436, 1522540131, 522943719, 1046890, 3619550
437, 0, 1039752, 1046874, 3619550
438, 0, 748428, 1046193, 3619550
438, 0, 11137303, 1046193, 3619550
439, 0, 1204676, 1046554, 3619550
439, 1522540131, 563363811, 1046554, 3619550
440, 0, 1028246, 1046513, 3619550
441, 0, 735464, 1045808, 3619550
441, 0, 11153766, 1045808, 3619550
442, 0, 1089628, 1045907, 3619550
442, 1522540131, 603799579, 1045907, 3619550
443, 0, 1040541, 1045895, 3619550
444, 0, 745885, 1045220, 3619550
444, 0, 11140020, 1045220, 3619550
445, 0, 1075988, 1045289, 3619550
445, 1522540131, 644181547, 1045289, 3619550
446, 0, 1022265, 1045238, 3619550
447, 0, 751878, 1044582, 3619550
447, 0, 11127993, 1044582, 3619550
448, 0, 1063283, 1044623, 3619550
448, 1522540131, 684602107, 1044623, 3619550
449, 0, 1029300, 1044589, 3619550
450, 0, 751049, 1043937, 3619550
450, 0, 11135706, 1043937, 3619550
451, 0, 1072194, 1043999, 3619550
451, 1522540131, 725002980, 1043999, 3619550
452, 0, 1026283, 1043960, 3619550
453, 0, 746054, 1043303, 3619550
453, 0, 11197740, 1043303, 3619550
454, 0, 1123187, 1043478, 3619550
454, 1522540131, 765513540, 1043478, 3619550
455, 0, 1027694, 1043444, 3619550
456, 0, 745797, 1042792, 3619550
456, 0, 11142954, 1042792, 3619550
457, 0, 1079494, 1042872, 3619550
457, 1522540131, 805919205, 1042872, 3619550
458, 0, 1052334, 1042892, 3619550
459, 0, 734343, 1042220, 3619550
459, 0, 11138218, 1042220, 3619550
460, 0, 1083612, 1042309, 3619550
460, 1522540131, 846354349, 1042309, 3619550
461, 0, 1041921, 1042309, 3619550
462, 0, 748514, 1041674, 3619550
462, 0, 11155878, 1041674, 3619550
463, 0, 1100074, 1041800, 3619550
463, 1522540131, 886783086, 1041800, 3619550
464, 0, 1033853, 1041783, 3619550
465, 0, 741487, 1041138, 3619550
465, 0, 11150882, 1041138, 3619550
466, 0, 1086485, 1041235, 3619550
466, 1522540131, 927185053, 1041235, 3619550
467, 0, 1042972, 1041238, 3619550
468, 0, 740398, 1040596, 3619550
468, 0, 11176460, 1040596, 3619550
469, 0, 1119197, 1040763, 3619550
469, 1522540131, 967597489, 1040763, 3619550
470, 0, 1058236, 1040800, 3619550
471, 0, 736652, 1040155, 3619550
471, 1, 1158641152, 1040155, 3619550
472, 0, 1094358, 1040269, 3619550
472, 1522540132, 7967165, 1040269, 3619550
473, 0, 1034543, 1040257, 3619550
474, 0, 741135, 1039626, 3619550
474, 0, 11134593, 1039626, 3619550
475, 0, 1066707, 1039683, 3619550
475, 1522540132, 48411371, 1039683, 3619550
476, 0, 1064651, 1039735, 3619550
477, 0, 741972, 1039111, 3619550
477, 0, 11141421, 1039111, 3619550
478, 0, 1074003, 1039183, 3619550
478, 1522540132, 88784015, 1039183, 3619550
479, 0, 1042050, 1039188, 3619550
480, 0, 733852, 1038552, 3619550
480, 0, 11155955, 1038552, 3619550
481, 0, 1089111, 1038657, 3619550
481, 1522540132, 129227180, 1038657, 3619550
482, 0, 1048982, 1038678, 3619550
483, 0, 736981, 1038054, 3619550
483, 0, 11136845, 1038054, 3619550
484, 0, 1073437, 1038127, 3619550
484, 1522540132, 169641386, 1038127, 3619550
485, 0, 1070392, 1038193, 3619550
486, 0, 743548, 1037587, 3619550
486, 0, 11143152, 1037587, 3619550
487, 0, 1075473, 1037664, 3619550
487, 1522540132, 210052572, 1037664, 3619550
488, 0, 1025657, 1037640, 3619550
489, 0, 736937, 1037026, 3619550
489, 0, 11132426, 1037026, 3619550
490, 0, 1069957, 1037093, 3619550
490, 1522540132, 250485059, 1037093, 3619550
491, 0, 1040870, 1037100, 3619550
492, 0, 817097, 1036653, 3619550
492, 0, 11153210, 1036653, 3619550
493, 0, 1088604, 1036758, 3619550
493, 1522540132, 290940094, 1036758, 3619550
494, 0, 1034752, 1036754, 3619550
495, 0, 738712, 1036152, 3619550
495, 0, 11129040, 1036152, 3619550
496, 0, 1070684, 1036221, 3619550
496, 1522540132, 331320751, 1036221, 3619550
497, 0, 1024903, 1036199, 3619550
498, 0, 785790, 1035697, 3619550
498, 0, 11200179, 1035697, 3619550
499, 0, 1143542, 1035913, 3619550
499, 1522540132, 371910675, 1035913, 3619550
500, 0, 1052084, 1035945, 3619550
501, 0, 748181, 1035371, 3619550
501, 0, 11166008, 1035371, 3619550
502, 0, 1101819, 1035503, 3619550
502, 1522540132, 412223467, 1035503, 3619550
503, 0, 1052027, 1035535, 3619550
504, 0, 763853, 1034996, 3619550
504, 0, 11148712, 1034996, 3619550
505, 0, 1092074, 1035109, 3619550
505, 1522540132, 452613394, 1035109, 3619550
506, 0, 1043897, 1035126, 3619550
507, 0, 760566, 1034585, 3619550
507, 0, 11155685, 1034585, 3619550
508, 0, 1092538, 1034699, 3619550
508, 1522540132, 493039153, 1034699, 3619550
509, 0, 1042902, 1034715, 3619550
510, 0, 749675, 1034157, 3619550
510, 0, 11161096, 1034157, 3619550
511, 0, 1096752, 1034279, 3619550
511, 1522540132, 533455121, 1034279, 3619550
512, 0, 1056646, 1034322, 3619550
513, 0, 761233, 1033790, 3619550
513, 0, 11144894, 1033790, 3619550
514, 0, 1080027, 1033879, 3619550
514, 1522540132, 573845152, 1033879, 3619550
515, 0, 1051589, 1033913, 3619550
516, 0, 746124, 1033356, 3619550
516, 0, 11148899, 1033356, 3619550
517, 0, 1084553, 1033455, 3619550
517, 1522540132, 614268203, 1033455, 3619550
518, 0, 1041897, 1033471, 3619550
519, 0, 753878, 1032933, 3619550
519, 0, 11152748, 1032933, 3619550
520, 0, 1090173, 1033043, 3619550
520, 1522540132, 654692556, 1033043, 3619550
521, 0, 1052204, 1033079, 3619550
522, 0, 745540, 1032529, 3619550
522, 0, 11156389, 1032529, 3619550
523, 0, 1091939, 1032642, 3619550
523, 1522540132, 695112169, 1032642, 3619550
524, 0, 1068136, 1032709, 3619550
525, 0, 764701, 1032199, 3619550
525, 0, 11152686, 1032199, 3619550
526, 0, 1088861, 1032306, 3619550
526, 1522540132, 735525221, 1032306, 3619550
527, 0, 1056308, 1032351, 3619550
528, 0, 758134, 1031832, 3619550
528, 0, 11147264, 1031832, 3619550
529, 0, 1083492, 1031929, 3619550
529, 1522540132, 775934001, 1031929, 3619550
530, 0, 1044167, 1031952, 3619550
531, 0, 754483, 1031430, 3619550
531, 0, 11170904, 1031430, 3619550
532, 0, 1106559, 1031571, 3619550
532, 1522540132, 816379708, 1031571, 3619550
533, 0, 1052287, 1031609, 3619550
534, 0, 754529, 1031091, 3619550
534, 0, 11159701, 1031091, 3619550
535, 0, 1096970, 1031214, 3619550
535, 1522540132, 856787603, 1031214, 3619550
536, 0, 1483110, 1032057, 3619550
537, 0, 1037124, 1032066, 3619550
537, 0, 11356464, 1032066, 3619550
538, 0, 1292223, 1032549, 3619550
538, 1522540132, 897522317, 1032549, 3619550
539, 0, 993059, 1032476, 3619550
540, 0, 765613, 1031982, 3619550
540, 0, 11143649, 1031982, 3619550
541, 0, 1081544, 1032073, 3619550
541, 1522540132, 937698236, 1032073, 3619550
542, 0, 1015033, 1032042, 3619550
543, 0, 742014, 1031508, 3619550
543, 0, 11144113, 1031508, 3619550
544, 0, 1088465, 1031612, 3619550
544, 1522540132, 977931237, 1031612, 3619550
545, 0, 1023517, 1031598, 3619550
546, 0, 778831, 1031136, 3619550
546, 0, 11146295, 1031136, 3619550
547, 0, 1082731, 1031230, 3619550
547, 1522540133, 18357986, 1031230, 3619550
548, 0, 1022990, 1031215, 3619550
549, 0, 748879, 1030701, 3619550
549, 0, 11138321, 1030701, 3619550
550, 0, 1075851, 1030783, 3619550
550, 1522540133, 58796298, 1030783, 3619550
551, 0, 1016476, 1030758, 3619550
552, 0, 741790, 1030235, 3619550
552, 0, 11147639, 1030235, 3619550
553, 0, 1085533, 1030334, 3619550
553, 1522540133, 99213932, 1030334, 3619550
554, 0, 1031366, 1030335, 3619550
555, 0, 745639, 1029823, 3619550
555, 0, 11134092, 1029823, 3619550
556, 0, 1070268, 1029895, 3619550
556, 1522540133, 139624379, 1029895, 3619550
557, 0, 1032871, 1029900, 3619550
558, 0, 757248, 1029412, 3619550
558, 0, 11125181, 1029412, 3619550
559, 0, 1061981, 1029470, 3619550
559, 1522540133, 180040347, 1029470, 3619550
560, 0, 1025886, 1029464, 3619550
561, 0, 744222, 1028956, 3619550
561, 0, 11138404, 1028956, 3619550
562, 0, 1075830, 1029039, 3619550
562, 1522540133, 220500429, 1029039, 3619550
563, 0, 1030725, 1029041, 3619550
564, 0, 754217, 1028554, 3619550
564, 0, 11421728, 1028554, 3619550
565, 0, 1365352, 1029150, 3619550
565, 1522540133, 261394151, 1029150, 3619550
566, 0, 1159518, 1029380, 3619550
567, 0, 745714, 1028880, 3619550
567, 0, 11154469, 1028880, 3619550
568, 0, 1086738, 1028981, 3619550
568, 1522540133, 301340054, 1028981, 3619550
569, 0, 1085012, 1029079, 3619550
570, 0, 752354, 1028594, 3619550
570, 0, 11136056, 1028594, 3619550
571, 0, 1075981, 1028676, 3619550
571, 1522540133, 341749385, 1028676, 3619550
572, 0, 1056444, 1028724, 3619550
573, 0, 757118, 1028250, 3619550
573, 0, 11124155, 1028250, 3619550
574, 0, 1057674, 1028301, 3619550
574, 1522540133, 382182049, 1028301, 3619550
575, 0, 1089073, 1028406, 3619550
576, 0, 748654, 1027921, 3619550
576, 0, 11128190, 1027921, 3619550
577, 0, 1061240, 1027978, 3619550
577, 1522540133, 422603308, 1027978, 3619550
578, 0, 1025817, 1027975, 3619550
579, 0, 725658, 1027453, 3619550
579, 0, 11137016, 1027453, 3619550
580, 0, 1071161, 1027528, 3619550
580, 1522540133, 463008629, 1027528, 3619550
581, 0, 1015009, 1027507, 3619550
582, 0, 734798, 1027005, 3619550
582, 0, 11122197, 1027005, 3619550
583, 0, 1054727, 1027052, 3619550
583, 1522540133, 503412439, 1027052, 3619550
584, 0, 1047845, 1027087, 3619550
585, 0, 742999, 1026602, 3619550
585, 0, 11132222, 1026602, 3619550
586, 0, 1065533, 1026668, 3619550
586, 1522540133, 543850156, 1026668, 3619550
587, 0, 1022818, 1026662, 3619550
588, 0, 729326, 1026157, 3619550
588, 0, 11167194, 1026157, 3619550
589, 0, 1116027, 1026309, 3619550
589, 1522540133, 584359225, 1026309, 3619550
590, 0, 1051177, 1026351, 3619550
591, 0, 745654, 1025877, 3619550
591, 0, 11132949, 1025877, 3619550
592, 0, 1075531, 1025960, 3619550
592, 1522540133, 624708870, 1025960, 3619550
593, 0, 1036619, 1025977, 3619550
594, 0, 742501, 1025500, 3619550
594, 0, 11132870, 1025500, 3619550
595, 0, 1067275, 1025570, 3619550
595, 1522540133, 665126535, 1025570, 3619550
596, 0, 1033102, 1025582, 3619550
597, 0, 741484, 1025107, 3619550
597, 0, 11167634, 1025107, 3619550
598, 0, 1109174, 1025247, 3619550
598, 1522540133, 705556230, 1025247, 3619550
599, 0, 1041824, 1025274, 3619550
600, 0, 735467, 1024791, 3619550
600, 0, 11139482, 1024791, 3619550
601, 0, 1074095, 1024873, 3619550
601, 1522540133, 745952333, 1024873, 3619550
602, 0, 1042110, 1024901, 3619550
603, 0, 802627, 1024533, 3619550
603, 0, 11145132, 1024533, 3619550
604, 0, 1084953, 1024633, 3619550
604, 1522540133, 786370622, 1024633, 3619550
605, 0, 1044061, 1024665, 3619550
606, 0, 762757, 1024233, 3619550
606, 0, 11131406, 1024233, 3619550
607, 0, 1067426, 1024304, 3619550
607, 1522540133, 826862036, 1024304, 3619550
608, 0, 1031274, 1024315, 3619550
609, 0, 770385, 1023899, 3619550
609, 0, 11193514, 1023899, 3619550
610, 0, 1132085, 1024076, 3619550
610, 1522540133, 867247462, 1024076, 3619550
611, 0, 1038851, 1024100, 3619550
612, 0, 755775, 1023662, 3619550
612, 0, 11207185, 1023662, 3619550
613, 0, 1174714, 1023908, 3619550
613, 1522540133, 907642106, 1023908, 3619550
614, 0, 1075229, 1023991, 3619550
615, 0, 764966, 1023570, 3619550
615, 0, 11231064, 1023570, 3619550
616, 0, 1180468, 1023824, 3619550
616, 1522540133, 948068572, 1023824, 3619550
617, 0, 1130305, 1023996, 3619550
618, 0, 757960, 1023566, 3619550
618, 0, 11140464, 1023566, 3619550
619, 0, 1076640, 1023651, 3619550
619, 1522540133, 988966074, 1023651, 3619550
620, 0, 2192504, 1025536, 3619550
621, 0, 755850, 1025102, 3619550
621, 0, 11699752, 1025102, 3619550
622, 0, 1633011, 1026079, 3619550
622, 1522540134, 29589881, 1026079, 3619550
623, 0, 1562693, 1026940, 3619550
624, 0, 740926, 1026482, 3619550
624, 0, 11729621, 1026482, 3619550
625, 0, 1663452, 1027501, 3619550
625, 1522540134, 69772133, 1027501, 3619550
626, 0, 1636258, 1028473, 3619550
627, 0, 774285, 1028068, 3619550
627, 0, 11699750, 1028068, 3619550
628, 0, 1634103, 1029033, 3619550
628, 1522540134, 110168339, 1029033, 3619550
629, 0, 1036135, 1029044, 3619550
630, 0, 743528, 1028591, 3619550
630, 0, 11157855, 1028591, 3619550
631, 0, 1092052, 1028691, 3619550
631, 1522540134, 150220280, 1028691, 3619550
632, 0, 1049389, 1028723, 3619550
633, 0, 739855, 1028267, 3619550
633, 0, 11147932, 1028267, 3619550
634, 0, 1079265, 1028347, 3619550
634, 1522540134, 191202884, 1028347, 3619550
635, 0, 1043998, 1028371, 3619550
636, 0, 750766, 1027935, 3619550
636, 0, 11149467, 1027935, 3619550
637, 0, 1082935, 1028021, 3619550
637, 1522540134, 231051182, 1028021, 3619550
638, 0, 1452871, 1028686, 3619550
639, 0, 759332, 1028265, 3619550
639, 0, 11174283, 1028265, 3619550
640, 0, 1148428, 1028452, 3619550
640, 1522540134, 271509211, 1028452, 3619550
641, 0, 1020620, 1028440, 3619550
642, 0, 732615, 1027980, 3619550
642, 0, 11143535, 1027980, 3619550
643, 0, 1096794, 1028087, 3619550
643, 1522540134, 311877822, 1028087, 3619550
644, 0, 1019877, 1028075, 3619550
645, 0, 746295, 1027639, 3619550
645, 0, 11116541, 1027639, 3619550
646, 0, 1091987, 1027738, 3619550
646, 1522540134, 352280134, 1027738, 3619550
647, 0, 1028872, 1027739, 3619550
648, 0, 745708, 1027304, 3619550
648, 0, 11129912, 1027304, 3619550
649, 0, 1086139, 1027394, 3619550
649, 1522540134, 392707812, 1027394, 3619550
650, 0, 1008649, 1027366, 3619550
651, 0, 732881, 1026914, 3619550
651, 0, 11127918, 1026914, 3619550
652, 0, 1103832, 1027031, 3619550
652, 1522540134, 433125958, 1027031, 3619550
653, 0, 1022020, 1027024, 3619550
654, 0, 752085, 1026604, 3619550
654, 0, 11131706, 1026604, 3619550
655, 0, 1089652, 1026700, 3619550
655, 1522540134, 473536760, 1026700, 3619550
656, 0, 1017735, 1026687, 3619550
657, 0, 732227, 1026239, 3619550
657, 0, 11124087, 1026239, 3619550
658, 0, 1082710, 1026324, 3619550
658, 1522540134, 513945792, 1026324, 3619550
659, 0, 1005690, 1026293, 3619550
660, 0, 735182, 1025852, 3619550
660, 0, 11137979, 1025852, 3619550
661, 0, 1097123, 1025959, 3619550
661, 1522540134, 554376906, 1025959, 3619550
662, 0, 1029997, 1025965, 3619550
663, 0, 731677, 1025522, 3619550
663, 0, 11133433, 1025522, 3619550
664, 0, 1094192, 1025625, 3619550
664, 1522540134, 594780573, 1025625, 3619550
665, 0, 1009932, 1025602, 3619550
666, 0, 757392, 1025200, 3619550
666, 0, 11072482, 1025200, 3619550
667, 0, 1038032, 1025219, 3619550
667, 1522540134, 635192938, 1025219, 3619550
668, 0, 1009709, 1025196, 3619550
669, 0, 758263, 1024797, 3619550
669, 0, 11088196, 1024797, 3619550
670, 0, 1050778, 1024835, 3619550
670, 1522540134, 675650355, 1024835, 3619550
671, 0, 1001204, 1024800, 3619550
672, 0, 750748, 1024393, 3619550
672, 0, 11093495, 1024393, 3619550
673, 0, 1056024, 1024440, 3619550
673, 1522540134, 716033814, 1024440, 3619550
674, 0, 1000253, 1024405, 3619550
675, 0, 746672, 1023994, 3619550
675, 0, 11090564, 1023994, 3619550
676, 0, 1050124, 1024032, 3619550
676, 1522540134, 756384825, 1024032, 3619550
677, 0, 999561, 1023996, 3619550
678, 0, 801188, 1023668, 3619550
678, 0, 11090132, 1023668, 3619550
679, 0, 1054067, 1023712, 3619550
679, 1522540134, 796919845, 1023712, 3619550
680, 0, 985016, 1023656, 3619550
681, 0, 754454, 1023261, 3619550
681, 0, 11100378, 1023261, 3619550
682, 0, 1060042, 1023314, 3619550
682, 1522540134, 837211534, 1023314, 3619550
683, 0, 999584, 1023280, 3619550
684, 0, 773034, 1022915, 3619550
684, 0, 11145988, 1022915, 3619550
685, 0, 1082841, 1023002, 3619550
685, 1522540134, 877685513, 1023002, 3619550
686, 0, 1047330, 1023037, 3619550
687, 0, 753332, 1022645, 3619550
687, 0, 11115714, 1022645, 3619550
688, 0, 1079076, 1022727, 3619550
688, 1522540134, 918128554, 1022727, 3619550
689, 0, 1002263, 1022698, 3619550
690, 0, 737432, 1022285, 3619550
690, 0, 11156063, 1022285, 3619550
691, 0, 1112394, 1022415, 3619550
691, 1522540134, 958580919, 1022415, 3619550
692, 0, 1075946, 1022492, 3619550
693, 0, 743720, 1022090, 3619550
693, 0, 11130423, 1022090, 3619550
694, 0, 1095036, 1022195, 3619550
694, 1522540134, 999104897, 1022195, 3619550
695, 0, 1065827, 1022257, 3619550
696, 0, 741726, 1021854, 3619550
696, 0, 11129888, 1021854, 3619550
697, 0, 1061220, 1021910, 3619550
697, 1522540135, 39419398, 1021910, 3619550
698, 0, 1045500, 1021943, 3619550
699, 0, 746347, 1021549, 3619550
699, 0, 11162686, 1021549, 3619550
700, 0, 1096466, 1021656, 3619550
700, 1522540135, 79862492, 1021656, 3619550
701, 0, 1056684, 1021705, 3619550
702, 0, 754249, 1021325, 3619550
702, 0, 11142880, 1021325, 3619550
703, 0, 1075462, 1021402, 3619550
703, 1522540135, 120263659, 1021402, 3619550
704, 0, 1043961, 1021434, 3619550
705, 0, 744183, 1021041, 3619550
705, 0, 11141355, 1021041, 3619550
706, 0, 1075707, 1021118, 3619550
706, 1522540135, 160742534, 1021118, 3619550
707, 0, 1034728, 1021137, 3619550
708, 0, 737501, 1020737, 3619550
708, 0, 11165923, 1020737, 3619550
709, 0, 1098297, 1020846, 3619550
709, 1522540135, 201113024, 1020846, 3619550
710, 0, 1065286, 1020908, 3619550
711, 0, 744778, 1020520, 3619550
711, 0, 11171378, 1020520, 3619550
712, 0, 1108543, 1020643, 3619550
712, 1522540135, 241619294, 1020643, 3619550
713, 0, 1040220, 1020670, 3619550
714, 0, 747837, 1020288, 3619550
714, 0, 11175752, 1020288, 3619550
715, 0, 1119637, 1020426, 3619550
715, 1522540135, 281975320, 1020426, 3619550
716, 0, 1039446, 1020452, 3619550
717, 0, 747228, 1020071, 3619550
717, 0, 11150404, 1020071, 3619550
718, 0, 1080434, 1020155, 3619550
718, 1522540135, 322350529, 1020155, 3619550
719, 0, 1028108, 1020166, 3619550
720, 0, 737035, 1019773, 3619550
720, 0, 11199431, 1019773, 3619550
721, 0, 1148471, 1019951, 3619550
721, 1522540135, 362839122, 1019951, 3619550
722, 0, 1027760, 1019961, 3619550
723, 0, 747051, 1019584, 3619550
723, 0, 11130125, 1019584, 3619550
724, 0, 1064633, 1019646, 3619550
724, 1522540135, 403156623, 1019646, 3619550
725, 0, 1035380, 1019667, 3619550
726, 0, 744880, 1019289, 3619550
726, 0, 11126547, 1019289, 3619550
727, 0, 1061629, 1019347, 3619550
727, 1522540135, 443588810, 1019347, 3619550
728, 0, 1022479, 1019351, 3619550
729, 0, 740678, 1018969, 3619550
729, 0, 11135990, 1018969, 3619550
730, 0, 1072738, 1019042, 3619550
730, 1522540135, 484002559, 1019042, 3619550
731, 0, 1022548, 1019046, 3619550
732, 0, 734183, 1018657, 3619550
732, 0, 11149235, 1018657, 3619550
733, 0, 1085619, 1018748, 3619550
733, 1522540135, 524517818, 1018748, 3619550
734, 0, 1026575, 1018758, 3619550
735, 0, 742480, 1018383, 3619550
735, 0, 11138002, 1018383, 3619550
736, 0, 1072719, 1018456, 3619550
736, 1522540135, 564981724, 1018456, 3619550
737, 0, 1032424, 1018474, 3619550
738, 0, 734424, 1018090, 3619550
738, 0, 11151559, 1018090, 3619550
739, 0, 1085860, 1018181, 3619550
739, 1522540135, 605406359, 1018181, 3619550
740, 0, 1038795, 1018208, 3619550
741, 0, 739804, 1017833, 3619550
741, 0, 11129336, 1017833, 3619550
742, 0, 1062231, 1017892, 3619550
742, 1522540135, 645698808, 1017892, 3619550
743, 0, 1130789, 1018043, 3619550
744, 0, 766331, 1017705, 3619550
