Host ID, Packet Number, One-way delay(s), One-way delay(ns), Running Avg.(ns), Worst-case(ns),,,
0,0,0,2128805809,0,0,,,
0,0,0,2128788893,0,0,,,
0,0,0,2128887532,0,0,,,
0,0,0,2128820356,0,0,,,
0,0,0,2128822567,0,0,,,
0,0,0,2128761379,0,0,,,
0,0,0,2128753749,0,0,,,
0,0,0,2128750799,0,0,,,
0,0,0,2128758681,0,0,,,
0,0,0,2128764584,0,0,,,
0,0,0,2128773923,0,0,,,
0,0,0,2128783263,0,0,,,
0,0,0,2128782760,0,0,,,
0,0,0,2128807726,0,0,,,
0,0,0,2128865033,0,0,,,
0,0,0,2128795884,0,0,,,
0,0,0,2128795069,0,0,,,
0,0,0,2128809253,0,0,,,
0,0,0,2128812966,0,0,,,
0,0,0,2128811630,0,0,,,
0,0,0,2128808522,0,0,,,
0,0,0,2128812864,0,0,,,
0,0,0,2128819129,0,0,,,
0,0,0,2128828834,0,0,,,
0,0,0,2128842550,0,0,,,
0,0,0,2128841679,0,0,,,
0,0,0,2128862059,0,0,,,
0,0,0,2128849369,0,0,,,
0,0,0,2128854439,0,0,,,
0,0,0,2128860756,0,0,,,
0,0,0,2128879157,0,0,,,
0,0,0,2128871099,0,0,,,
0,0,0,2128884138,0,0,,,
0,0,0,2128871757,0,0,,,
0,0,0,2128880522,0,0,,,
0,0,0,2128884915,0,0,,,
0,0,0,2128906287,0,0,,,
0,0,0,2128910731,0,0,,,
0,0,0,2128909653,0,0,,,
0,0,0,2128907014,0,0,,,
0,0,0,2128908439,0,0,,,
0,0,0,2128921735,0,0,,,
0,0,0,2128943209,0,0,,,
0,0,0,2128946143,0,0,,,
0,0,0,2128942096,0,0,,,
0,0,0,2129005392,0,0,,,
0,0,0,2128942386,0,0,,,
0,0,2147483646,0,0,0,,,
0,0,0,2128975388,0,0,,,
0,0,0,2128971028,0,0,,,
0,0,0,2128978336,0,0,,,
0,0,0,2128970801,0,0,,,
0,0,0,2128989462,0,0,,,
0,0,0,2128978331,0,0,,,
0,0,0,2129001419,0,0,,,
0,0,0,2128991437,0,0,,,
0,0,0,2129013535,0,0,,,
0,0,0,2129009123,0,0,,,
0,0,0,2129010284,0,0,,,
0,0,0,2129020041,0,0,,,
0,0,0,2129033858,0,0,,,
0,0,0,2129024811,0,0,,,
0,0,0,2129022222,0,0,,,
0,0,0,2129028232,0,0,,,
0,0,0,2129031946,0,0,,,
0,0,0,2129040502,0,0,,,
0,0,0,2129055725,0,0,,,
